imo,name,ship_type,dwt,dwt_size_class,efficiency_grade,flag_registry,technical_efficiency,co2_total_t,co2_per_distance_kg_nm,in_mrv
9750440,DAWN,Bulk carrier,63561.0,Panamax (60-100k),B,Monrovia,EEDI (3.89 gCO₂/t·nm),4229.1,228.0,True
9759680,PORT VERA CRUZ,Bulk carrier,63558.0,Panamax (60-100k),C,Monrovia,EEDI (3.67 gCO₂/t·nm),4571.8,250.2,True
9820934,SANTA ALEXANDRA,Bulk carrier,63551.0,Panamax (60-100k),C,Panama,EEDI (3.73 gCO₂/t·nm),1378.7,266.1,True
9942110,SPRING LOTUS,Bulk carrier,63539.0,Panamax (60-100k),B,Panama,EEDI (3.6 gCO₂/t·nm),2780.0,221.8,True
9699347,SANTOS EAGLE,Bulk carrier,63537.0,Panamax (60-100k),D,Majuro,EEXI (3.88 gCO₂/t·nm),4253.3,290.0,True
9752424,DARYA SATI,Bulk carrier,63523.0,Panamax (60-100k),E,Hong Kong,EEDI (3.95 gCO₂/t·nm),1389.3,416.1,True
9696448,GLAFKOS,Bulk carrier,63519.0,Panamax (60-100k),D,Monrovia,EEDI (3.91 gCO₂/t·nm),6499.9,288.0,True
9732187,ISSARA NAREE,Bulk carrier,63516.0,Panamax (60-100k),C,Bangkok,EEDI (3.69 gCO₂/t·nm),8362.4,259.7,True
9866706,BERGE TATEYAMA,Bulk carrier,63511.0,Panamax (60-100k),B,Douglas,EEXI (3.7 gCO₂/t·nm),3349.5,220.1,True
9860685,YM ADVANCE,Bulk carrier,63509.0,Panamax (60-100k),C,Majuro,EEDI (3.6 gCO₂/t·nm),2820.1,272.0,True
9762364,ARTEMISSIO,Bulk carrier,63505.0,Panamax (60-100k),D,Bridgetown,EEDI (3.62 gCO₂/t·nm),4504.7,288.3,True
9801316,BRIGHT IMABARI,Bulk carrier,63504.0,Panamax (60-100k),B,Majuro,EEDI (3.6 gCO₂/t·nm),1525.0,237.6,True
9742663,GENCO VIGILANT,Bulk carrier,63497.0,Panamax (60-100k),E,Majuro,EEDI (3.91 gCO₂/t·nm),6675.5,334.5,True
9696424,LETO,Bulk carrier,63485.0,Panamax (60-100k),E,Panama,EEDI (3.93 gCO₂/t·nm),2941.1,314.2,True
9712204,TIGER HEBEI,Bulk carrier,63483.0,Panamax (60-100k),A,Hong Kong,EEDI (3.83 gCO₂/t·nm),10.5,76.5,True
9888015,ETG SOUTHERN CROSS,Bulk carrier,63482.0,Panamax (60-100k),C,Singapore,EEDI (3.6 gCO₂/t·nm),6315.8,265.7,True
9751341,NING TAI HAI,Bulk carrier,63475.0,Panamax (60-100k),D,Hong Kong,EEXI (3.86 gCO₂/t·nm),3464.4,292.4,True
9853515,SELENA,Bulk carrier,63464.0,Panamax (60-100k),C,Bridgetown,EEDI (3.68 gCO₂/t·nm),7334.1,275.9,True
9696436,MENELAOS,Bulk carrier,63458.0,Panamax (60-100k),E,Panama,EEDI (3.9 gCO₂/t·nm),1910.0,327.4,True
9732199,INTHIRA NAREE,Bulk carrier,63456.0,Panamax (60-100k),C,Bangkok,EEDI (3.96 gCO₂/t·nm),5700.3,261.1,True
9782247,FIRST SKY,Bulk carrier,63452.0,Panamax (60-100k),D,Panama,EIV (4.55 gCO₂/t·nm),2434.4,286.1,True
9846275,MEGHNA LEGACY,Bulk carrier,63449.0,Panamax (60-100k),A,Chattogram,EEDI (3.6 gCO₂/t·nm),2085.9,218.0,True
9743588,SHANGHAI EAGLE,Bulk carrier,63438.0,Panamax (60-100k),E,Majuro,EEXI (3.84 gCO₂/t·nm),1914.1,335.2,True
9670901,AEOLOS,Bulk carrier,63434.0,Panamax (60-100k),D,Monrovia,EEXI (3.85 gCO₂/t·nm),2936.0,293.5,True
9747508,FENG XIU HAI,Bulk carrier,63409.0,Panamax (60-100k),D,Hong Kong,EEXI (3.88 gCO₂/t·nm),2243.3,286.9,True
9811957,KM LONDON,Bulk carrier,63386.0,Panamax (60-100k),B,Monrovia,EEXI (3.66 gCO₂/t·nm),3200.6,221.8,True
9670925,OCEANUS,Bulk carrier,63385.0,Panamax (60-100k),C,Monrovia,EEXI (3.94 gCO₂/t·nm),6351.4,270.5,True
9700665,LAURA,Bulk carrier,63377.0,Panamax (60-100k),C,Majuro,EEXI (3.94 gCO₂/t·nm),3231.7,272.5,True
9700861,ZOITSA SIGALA,Bulk carrier,63350.0,Panamax (60-100k),E,Madeira,EEDI (3.87 gCO₂/t·nm),4148.9,311.9,True
9698587,HAMBURG EAGLE,Bulk carrier,63334.0,Panamax (60-100k),E,Majuro,EEXI (3.86 gCO₂/t·nm),5427.5,324.1,True
9684225,STAR MISTRAL,Bulk carrier,63306.0,Panamax (60-100k),C,Monrovia,EEXI (3.94 gCO₂/t·nm),5817.3,268.8,True
9736169,MAGIC SEAS,Bulk carrier,63301.0,Panamax (60-100k),B,Monrovia,EEDI (3.91 gCO₂/t·nm),2652.4,245.3,True
9666027,SPRING COSMOS,Bulk carrier,63273.0,Panamax (60-100k),D,Hong Kong,EEXI (3.8 gCO₂/t·nm),3629.8,280.4,True
9703576,KENNADI,Bulk carrier,63262.0,Panamax (60-100k),D,Majuro,EEXI (3.89 gCO₂/t·nm),4966.4,279.7,True
9700689,KALEY,Bulk carrier,63261.0,Panamax (60-100k),A,Majuro,EEXI (3.93 gCO₂/t·nm),3776.2,218.5,True
9726504,AZUL,Bulk carrier,63253.0,Panamax (60-100k),E,Majuro,EIV (4.9 gCO₂/t·nm),6916.7,344.2,True
9701920,SPAR ARIES,Bulk carrier,63247.0,Panamax (60-100k),B,Bergen,EEXI (3.89 gCO₂/t·nm),4771.0,221.9,True
9747522,FENG HE HAI,Bulk carrier,63244.0,Panamax (60-100k),D,Hong Kong,EEXI (3.86 gCO₂/t·nm),4059.4,284.1,True
9665542,GLOBAL UNITY,Bulk carrier,63238.0,Panamax (60-100k),D,Majuro,EEXI (3.95 gCO₂/t·nm),2015.5,309.6,True
9700328,ULTRA ALPHA,Bulk carrier,63203.0,Panamax (60-100k),D,Majuro,EEXI (3.95 gCO₂/t·nm),3893.4,299.0,True
9672040,AL MAQAM,Bulk carrier,63155.0,Panamax (60-100k),D,Majuro,EEXI (3.93 gCO₂/t·nm),5383.7,280.8,True
9672052,BEI LUN 17,Bulk carrier,63151.0,Panamax (60-100k),C,Yang Pu,EIV (4.46 gCO₂/t·nm),2224.6,270.2,True
9890666,CL YINGNA HE,Bulk carrier,63126.0,Panamax (60-100k),C,Monrovia,EEXI (3.3 gCO₂/t·nm),7514.4,255.9,True
9890630,CL FUZHOU HE,Bulk carrier,63125.0,Panamax (60-100k),C,Monrovia,EEXI (3.79 gCO₂/t·nm),5661.7,251.9,True
9700330,STEEL C,Bulk carrier,63118.0,Panamax (60-100k),B,Monrovia,EEDI (3.94 gCO₂/t·nm),1821.4,226.7,True
9726516,KMARIN OSLO,Bulk carrier,63099.0,Panamax (60-100k),E,Panama,EIV (6.5 gCO₂/t·nm),2446.2,319.1,True
9890616,CL ANZI HE,Bulk carrier,63077.0,Panamax (60-100k),E,Hong Kong,EEDI (3.91 gCO₂/t·nm),100.4,355.9,True
9724752,SKYFALL,Bulk carrier,63057.0,Panamax (60-100k),D,Monrovia,EEXI (3.94 gCO₂/t·nm),6718.7,305.8,True
9724740,SKYWALKER,Bulk carrier,63056.0,Panamax (60-100k),E,Monrovia,EEXI (3.95 gCO₂/t·nm),8.2,2046.7,True
9720299,ASTRO VEGA,Bulk carrier,63008.0,Panamax (60-100k),A,Majuro,EEDI (3.93 gCO₂/t·nm),3196.4,212.3,True
9838541,PORT OSAKA,Bulk carrier,62716.0,Panamax (60-100k),A,Monrovia,EEDI (3.35 gCO₂/t·nm),4214.6,216.3,True
9698953,SEARIDER,Bulk carrier,62690.0,Panamax (60-100k),B,Valletta,EEXI (3.95 gCO₂/t·nm),3108.6,230.1,True
9688647,SEABONI,Bulk carrier,62657.0,Panamax (60-100k),C,Valletta,EEXI (3.95 gCO₂/t·nm),2946.8,261.3,True
9698941,SEABEE,Bulk carrier,62653.0,Panamax (60-100k),B,Valletta,EEXI (3.96 gCO₂/t·nm),4482.1,238.6,True
9838498,WESTERN TOKYO,Bulk carrier,62647.0,Panamax (60-100k),C,Manila,EEDI (3.44 gCO₂/t·nm),787.0,265.2,True
9838486,MEGHNA CROWN,Bulk carrier,62647.0,Panamax (60-100k),B,Chattogram,EEDI (3.45 gCO₂/t·nm),1571.0,219.3,True
9853022,CL EPIC,Bulk carrier,62623.0,Panamax (60-100k),B,Antwerp,EEDI (3.49 gCO₂/t·nm),4560.9,248.4,True
9805776,MEGHNA PRINCESS,Bulk carrier,62534.0,Panamax (60-100k),B,Chattogram,EEDI (3.53 gCO₂/t·nm),6330.6,226.7,True
9805764,MEGHNA  ADVENTURE,Bulk carrier,62472.0,Panamax (60-100k),A,Chattogram,EEDI (3.57 gCO₂/t·nm),5139.1,215.2,True
9725005,ASIAN SUMMIT,Bulk carrier,62466.0,Panamax (60-100k),B,Singapore,EEXI (3.41 gCO₂/t·nm),2883.5,238.2,True
9514822,AGAPI S,Bulk carrier,62145.0,Panamax (60-100k),D,Monrovia,EEXI (3.98 gCO₂/t·nm),5136.8,290.2,True
9533438,HONEVER,Bulk carrier,61664.0,Panamax (60-100k),C,Monrovia,EIV (4.77 gCO₂/t·nm),1802.5,261.9,True
9757890,RED ORCHID,Bulk carrier,61645.0,Panamax (60-100k),B,Panama,EEDI (3.83 gCO₂/t·nm),807.4,237.7,True
9711432,ANANI,Bulk carrier,61631.0,Panamax (60-100k),D,Singapore,EEDI (3.86 gCO₂/t·nm),3120.9,281.4,True
9796951,VENUS SKY,Bulk carrier,61588.0,Panamax (60-100k),A,Singapore,EEDI (3.88 gCO₂/t·nm),258.0,142.8,True
9689172,GENCO WEATHERLY,Bulk carrier,61556.0,Panamax (60-100k),A,Monrovia,EEDI (3.93 gCO₂/t·nm),3722.3,213.7,True
9448229,ASL IXORA,Bulk carrier,61470.0,Panamax (60-100k),D,Singapore,EIV (4.88 gCO₂/t·nm),3932.9,289.4,True
9604964,EVITA,Bulk carrier,61464.0,Panamax (60-100k),B,Majuro,EIV (4.86 gCO₂/t·nm),4563.1,236.5,True
9642136,DIAMOND QUEEN,Bulk carrier,61414.0,Panamax (60-100k),C,Panama,EIV (4.53 gCO₂/t·nm),2367.1,262.7,True
9713478,BULK PRUDENCE,Bulk carrier,61330.0,Panamax (60-100k),B,Monrovia,EEXI (3.97 gCO₂/t·nm),4484.6,232.9,True
9738935,ORION OCEAN,Bulk carrier,61321.0,Panamax (60-100k),B,Panama,EEDI (4.21 gCO₂/t·nm),1060.3,230.1,True
9683128,BULK BEQUIA,Bulk carrier,61309.0,Panamax (60-100k),A,Monrovia,EEXI (4 gCO₂/t·nm),2546.7,217.7,True
9870886,IVS PRESTWICK,Bulk carrier,61305.0,Panamax (60-100k),B,Singapore,EEDI (3.99 gCO₂/t·nm),3079.9,245.6,True
9748423,ALBERTITO,Bulk carrier,61301.0,Panamax (60-100k),A,Majuro,EEDI (4.13 gCO₂/t·nm),1536.8,203.7,True
9812494,ULTRA ANGEL,Bulk carrier,61298.0,Panamax (60-100k),C,Monrovia,EEDI (4.08 gCO₂/t·nm),793.4,265.6,True
9914498,NORD ALLEGRO,Bulk carrier,61263.0,Panamax (60-100k),B,Panama,EEDI (3.82 gCO₂/t·nm),2449.9,239.8,True
9748124,LORENZO,Bulk carrier,61250.0,Panamax (60-100k),B,Majuro,EEDI (4.15 gCO₂/t·nm),1737.8,226.4,True
9748368,LA STELLA,Bulk carrier,61250.0,Panamax (60-100k),B,Antwerp,EEXI (4.01 gCO₂/t·nm),7142.3,243.5,True
9748370,SHARP ISLAND,Bulk carrier,61244.0,Panamax (60-100k),C,"Hong Kong, China",EEXI (4.01 gCO₂/t·nm),3828.1,263.8,True
9758868,ARMONIA.GR,Bulk carrier,61242.0,Panamax (60-100k),B,Majuro,EEXI (4 gCO₂/t·nm),3220.7,245.8,True
9806770,MEDI CABOTO,Bulk carrier,61228.0,Panamax (60-100k),D,Monrovia,EEDI (4.08 gCO₂/t·nm),7093.5,308.1,True
9714692,GUARDIAN,Bulk carrier,61202.0,Panamax (60-100k),B,Majuro,EEXI (4.01 gCO₂/t·nm),1679.7,239.0,True
9800398,SANTA CAROLINA,Bulk carrier,61195.0,Panamax (60-100k),C,Monrovia,EEDI (4.1 gCO₂/t·nm),1825.0,271.9,True
9714707,RUBY,Bulk carrier,61192.0,Panamax (60-100k),B,Majuro,EEXI (4.01 gCO₂/t·nm),5080.2,249.1,True
9885427,SEA TREASURE,Bulk carrier,61192.0,Panamax (60-100k),C,Panama,EEDI (3.82 gCO₂/t·nm),4468.6,263.2,True
9738820,NORD BERING,Bulk carrier,61186.0,Panamax (60-100k),B,Panama,EEDI (4.13 gCO₂/t·nm),394.1,241.3,True
9935818,MONTEVIDEO I,Bulk carrier,61130.0,Panamax (60-100k),B,Panama,EEDI (3.85 gCO₂/t·nm),3616.9,246.2,True
9878694,ULTRA VISION,Bulk carrier,61119.0,Panamax (60-100k),C,Panama,EEXI (3.86 gCO₂/t·nm),2889.6,256.3,True
9692698,ALWINE OLDENDORFF,Bulk carrier,61090.0,Panamax (60-100k),B,Monrovia,EEDI (4 gCO₂/t·nm),1027.1,237.2,True
9923205,GENCO MARY,Bulk carrier,61085.0,Panamax (60-100k),A,Majuro,EEDI (3.9 gCO₂/t·nm),3020.0,214.5,True
9757826,ULTRA CRIMSON,Bulk carrier,61084.0,Panamax (60-100k),B,Panama,EEDI (4.17 gCO₂/t·nm),3460.6,234.4,True
9848132,YASA JUPITER,Bulk carrier,61078.0,Panamax (60-100k),E,Majuro,EEDI (3.87 gCO₂/t·nm),42.4,2774.3,True
9899193,DESERT PIONEER,Bulk carrier,60980.0,Panamax (60-100k),C,Piraeus,EEDI (4.37 gCO₂/t·nm),2509.7,252.8,True
9703643,NM SAKURA,Bulk carrier,60948.0,Panamax (60-100k),C,Majuro,EEDI (4.05 gCO₂/t·nm),2724.8,251.2,True
9636371,AMIS DOLPHIN,Bulk carrier,60830.0,Panamax (60-100k),D,Panama,EIV (4.44 gCO₂/t·nm),1758.7,308.7,True
9727132,TAI SPLENDOR,Bulk carrier,60618.0,Panamax (60-100k),B,Panama,EIV (3.94 gCO₂/t·nm),872.4,242.6,True
9774446,MEDI ATLANTICO,Bulk carrier,60550.0,Panamax (60-100k),B,Monrovia,EEDI (3.69 gCO₂/t·nm),3308.0,245.7,True
9789910,MEDI ZUOZ,Bulk carrier,60501.0,Panamax (60-100k),A,Luxembourg,EEDI (3.54 gCO₂/t·nm),2898.5,217.9,True
9767065,XING XI HAI,Bulk carrier,60498.0,Panamax (60-100k),B,Hong Kong,EEXI (3.93 gCO₂/t·nm),3350.6,234.8,True
9712979,ASTRO REGULUS,Bulk carrier,60417.0,Panamax (60-100k),A,Majuro,EEXI (3.93 gCO₂/t·nm),955.4,182.8,True
9805673,MH COLUMBIA,Bulk carrier,60396.0,Panamax (60-100k),B,Singapore,EEDI (3.6 gCO₂/t·nm),3285.0,241.7,True
9760122,MEDI BRISBANE,Bulk carrier,60386.0,Panamax (60-100k),A,Panama,EEDI (3.95 gCO₂/t·nm),211.4,218.2,True
9805661,ASTRO SANISTRA,Bulk carrier,60365.0,Panamax (60-100k),C,Majuro,EEXI (3.59 gCO₂/t·nm),2295.7,268.7,True
9715816,CL CENTURY,Bulk carrier,60319.0,Panamax (60-100k),C,Antwerp,EEXI (4.04 gCO₂/t·nm),7479.5,271.4,True
9729362,DSI AQUILA,Bulk carrier,60309.0,Panamax (60-100k),B,Majuro,EEXI (4.04 gCO₂/t·nm),3566.3,222.6,True
9757008,ELLIREA,Bulk carrier,60263.0,Panamax (60-100k),A,Valletta,EEXI (4.02 gCO₂/t·nm),1969.0,217.2,True
9799771,LOWLANDS FUTURE,Bulk carrier,60063.0,Panamax (60-100k),B,Singapore,EEXI (3.7 gCO₂/t·nm),2249.4,242.9,True
9727182,LOWLANDS HOPE,Bulk carrier,60063.0,Panamax (60-100k),D,Singapore,EEXI (3.74 gCO₂/t·nm),658.7,286.2,True
9403114,CYCAS,Bulk carrier,58785.0,Handymax/Supramax (35-60k),C,Panama,EEXI (4.07 gCO₂/t·nm),2079.5,250.0,True
9403190,DENSA DOLPHIN,Bulk carrier,58772.0,Handymax/Supramax (35-60k),D,Valletta,EEXI (4.09 gCO₂/t·nm),8837.5,284.0,True
9617741,COMMON LUCK,Bulk carrier,58756.0,Handymax/Supramax (35-60k),C,Majuro,EEXI (4.09 gCO₂/t·nm),1467.9,269.1,True
9386407,SEA BRAVERY,Bulk carrier,58722.0,Handymax/Supramax (35-60k),D,Majuro,EEXI (4.09 gCO₂/t·nm),2242.4,281.1,True
9423580,BERNINA,Bulk carrier,58682.0,Handymax/Supramax (35-60k),D,Majuro,EEXI (4.09 gCO₂/t·nm),574.5,295.4,True
9730270,BRIGITTE,Bulk carrier,58624.0,Handymax/Supramax (35-60k),C,Limassol,EEXI (4.03 gCO₂/t·nm),4439.3,260.2,True
9452517,BAYRAKTAR UNITY,Bulk carrier,58609.0,Handymax/Supramax (35-60k),D,Majuro,EIV (6.65 gCO₂/t·nm),6271.8,307.1,True
9638496,ARMONIA,Bulk carrier,58609.0,Handymax/Supramax (35-60k),E,Majuro,EEXI (4.09 gCO₂/t·nm),5177.0,331.1,True
9452490,STELIOS B,Bulk carrier,58608.0,Handymax/Supramax (35-60k),D,Valletta,EEXI (4.09 gCO₂/t·nm),4920.9,294.6,True
9638501,THOR CHAICHANA,Bulk carrier,58605.0,Handymax/Supramax (35-60k),D,Singapore,EEXI (4.09 gCO₂/t·nm),1457.6,299.8,True
9730256,MENOMONEE,Bulk carrier,58595.0,Handymax/Supramax (35-60k),C,Majuro,EEXI (4.06 gCO₂/t·nm),4578.4,267.8,True
9611802,ASTRA CENTAURUS,Bulk carrier,58518.0,Handymax/Supramax (35-60k),D,Majuro,EEXI (4.06 gCO₂/t·nm),3212.6,306.7,True
9452555,PLATON,Bulk carrier,58502.0,Handymax/Supramax (35-60k),D,Majuro,EIV (6.01 gCO₂/t·nm),7673.7,303.6,True
9452543,THEMIS,Bulk carrier,58487.0,Handymax/Supramax (35-60k),E,Majuro,EIV (6.01 gCO₂/t·nm),7267.3,332.9,True
9531662,BC MIRABEL,Bulk carrier,58186.0,Handymax/Supramax (35-60k),D,Bridgetown,EEXI (4.11 gCO₂/t·nm),1568.2,292.6,True
9493987,MOONBEAM,Bulk carrier,58138.0,Handymax/Supramax (35-60k),A,Monrovia,EIV (4.78 gCO₂/t·nm),752.9,209.0,True
9737125,DISCOVERY BAY,Bulk carrier,58112.0,Handymax/Supramax (35-60k),B,Majuro,EEXI (4.11 gCO₂/t·nm),1213.2,234.4,True
9520950,VINDONISSA,Bulk carrier,58110.0,Handymax/Supramax (35-60k),E,Basel,EEXI (4.11 gCO₂/t·nm),1426.6,375.8,True
9426257,DORIC VALOUR,Bulk carrier,58109.0,Handymax/Supramax (35-60k),C,Piraeus,EIV (5.31 gCO₂/t·nm),4472.6,252.2,True
9494060,OMORFI,Bulk carrier,58105.0,Handymax/Supramax (35-60k),E,Majuro,EEXI (4.11 gCO₂/t·nm),3657.7,340.1,True
9425851,ETERNITY SW,Bulk carrier,58098.0,Handymax/Supramax (35-60k),B,Panama,EIV (5.11 gCO₂/t·nm),5447.3,245.9,True
9425887,DORIC VICTORY,Bulk carrier,58091.0,Handymax/Supramax (35-60k),B,Piraeus,EIV (5.31 gCO₂/t·nm),4232.0,236.4,True
9578294,BADGER ISLAND,Bulk carrier,58086.0,Handymax/Supramax (35-60k),A,"Hong Kong, China",EEXI (4.11 gCO₂/t·nm),2453.7,203.8,True
9490686,GENCO LANGUEDOC,Bulk carrier,58020.0,Handymax/Supramax (35-60k),E,Majuro,EEXI (4.09 gCO₂/t·nm),3978.6,321.3,True
9586693,MILEENA,Bulk carrier,58018.0,Handymax/Supramax (35-60k),D,Monrovia,EEXI (4.11 gCO₂/t·nm),1397.8,306.4,True
9490868,FILIA,Bulk carrier,58018.0,Handymax/Supramax (35-60k),E,Valletta,EEXI (4.09 gCO₂/t·nm),5960.4,331.2,True
9497830,SPAR CORONA,Bulk carrier,58018.0,Handymax/Supramax (35-60k),B,Bergen,EEXI (4.11 gCO₂/t·nm),4852.1,247.0,True
9490739,NORMA,Bulk carrier,58018.0,Handymax/Supramax (35-60k),E,Monrovia,EEXI (4.11 gCO₂/t·nm),1453.1,317.5,True
9499462,ENDLESS HORIZON,Bulk carrier,58018.0,Handymax/Supramax (35-60k),D,Madeira,EEXI (4.11 gCO₂/t·nm),3493.2,307.5,True
9490674,EAGLE,Bulk carrier,58018.0,Handymax/Supramax (35-60k),E,Majuro,EEXI (4.11 gCO₂/t·nm),1567.3,358.6,True
9490806,SPAR HYDRA,Bulk carrier,58018.0,Handymax/Supramax (35-60k),C,Bergen,EEXI (4.11 gCO₂/t·nm),2735.7,275.8,True
9448578,JOKER,Bulk carrier,57982.0,Handymax/Supramax (35-60k),C,Valletta,EEXI (4.11 gCO₂/t·nm),3387.6,264.4,True
9425863,ST PAUL,Bulk carrier,57982.0,Handymax/Supramax (35-60k),E,Majuro,EEXI (4.11 gCO₂/t·nm),2347.5,330.3,True
9732151,CRIMSON GLORY,Bulk carrier,57981.0,Handymax/Supramax (35-60k),B,Singapore,EEDI (4.27 gCO₂/t·nm),1309.3,249.5,True
9623881,MELINDA,Bulk carrier,57981.0,Handymax/Supramax (35-60k),D,Majuro,EEXI (4.11 gCO₂/t·nm),4593.7,285.8,True
9496147,GHARAPURI ISLAND,Bulk carrier,57978.0,Handymax/Supramax (35-60k),C,"Hong Kong, China",EEXI (4.07 gCO₂/t·nm),4550.8,269.2,True
9426245,BULK COLOMBIA,Bulk carrier,57937.0,Handymax/Supramax (35-60k),D,Monrovia,EEXI (4.11 gCO₂/t·nm),1632.7,279.6,True
9630743,MEDROSE,Bulk carrier,57919.0,Handymax/Supramax (35-60k),E,Majuro,EEXI (4.11 gCO₂/t·nm),611.8,372.5,True
9707637,TRIDENT STAR,Bulk carrier,57836.0,Handymax/Supramax (35-60k),E,Hong Kong,EEXI (4.11 gCO₂/t·nm),3056.5,346.4,True
9441348,KINGFISHER,Bulk carrier,57809.0,Handymax/Supramax (35-60k),E,Majuro,EEXI (4.12 gCO₂/t·nm),2039.6,315.5,True
9445617,GLOBAL GENESIS,Bulk carrier,57696.0,Handymax/Supramax (35-60k),C,Panama,EIV (5.27 gCO₂/t·nm),4942.7,273.9,True
9583017,BARRACUDA ISLAND,Bulk carrier,57631.0,Handymax/Supramax (35-60k),B,"Hong Kong, China",EEXI (4.09 gCO₂/t·nm),3644.6,239.7,True
9710036,MAGIA,Bulk carrier,57586.0,Handymax/Supramax (35-60k),B,Basel,EEXI (4.04 gCO₂/t·nm),800.3,244.8,True
9763980,JPS AFRODITI,Bulk carrier,57523.0,Handymax/Supramax (35-60k),C,Panama,EEDI (7.31 gCO₂/t·nm),4553.3,271.8,True
9543770,DESERT MOON,Bulk carrier,57467.0,Handymax/Supramax (35-60k),E,Majuro,EEXI (4.13 gCO₂/t·nm),7563.0,330.1,True
9543691,DESERT GLORY,Bulk carrier,57412.0,Handymax/Supramax (35-60k),E,Piraeus,EEXI (4.13 gCO₂/t·nm),3279.4,334.6,True
9616541,OLYMPUS,Bulk carrier,57374.0,Handymax/Supramax (35-60k),C,Nassau,EEXI (4.13 gCO₂/t·nm),6610.3,271.6,True
9551703,TITANAS,Bulk carrier,57360.0,Handymax/Supramax (35-60k),D,Majuro,EEXI (4.13 gCO₂/t·nm),5145.6,298.1,True
9566552,LIMNOS,Bulk carrier,57190.0,Handymax/Supramax (35-60k),E,Valletta,EEXI (4.15 gCO₂/t·nm),4588.6,333.8,True
9476680,GEORGIOS P,Bulk carrier,57051.0,Handymax/Supramax (35-60k),E,Piraeus,EEXI (4.14 gCO₂/t·nm),8247.6,331.2,True
9594705,COMMON CALYPSO,Bulk carrier,57002.0,Handymax/Supramax (35-60k),E,Piraeus,EEXI (4.14 gCO₂/t·nm),1903.0,322.4,True
9610080,COMMON VENTURE,Bulk carrier,57002.0,Handymax/Supramax (35-60k),D,Piraeus,EEXI (4.14 gCO₂/t·nm),1193.9,303.3,True
9454668,QU SHAN HAI,Bulk carrier,56965.0,Handymax/Supramax (35-60k),E,Panama,EEXI (4.15 gCO₂/t·nm),3210.0,317.5,True
9533050,SHENG JI HAI,Bulk carrier,56915.0,Handymax/Supramax (35-60k),C,Hai Kou,EEXI (4.15 gCO₂/t·nm),4833.8,251.2,True
9592745,AVIONA,Bulk carrier,56898.0,Handymax/Supramax (35-60k),E,Monrovia,EIV (5.6 gCO₂/t·nm),3963.6,319.2,True
9452854,TELERIG,Bulk carrier,56868.0,Handymax/Supramax (35-60k),D,Monrovia,EEXI (4.15 gCO₂/t·nm),2537.9,294.3,True
9491240,MYKONOS SEAS,Bulk carrier,56840.0,Handymax/Supramax (35-60k),E,Monrovia,EIV (5.29 gCO₂/t·nm),6499.4,338.6,True
9434747,SSI INVINCIBLE II,Bulk carrier,56815.0,Handymax/Supramax (35-60k),E,Majuro,EEXI (4.15 gCO₂/t·nm),3013.8,310.6,True
9453248,OCEAN KNIGHT,Bulk carrier,56808.0,Handymax/Supramax (35-60k),D,Monrovia,EIV (5.9 gCO₂/t·nm),5486.0,294.2,True
9641338,OCEANBEAUTY,Bulk carrier,56804.0,Handymax/Supramax (35-60k),E,Monrovia,EEXI (4.15 gCO₂/t·nm),3151.0,315.6,True
9493664,MAGIC STRIKER,Bulk carrier,56802.0,Handymax/Supramax (35-60k),D,Douglas,EEXI (4.15 gCO₂/t·nm),6292.8,306.6,True
9615676,SFL KATE,Bulk carrier,56798.0,Handymax/Supramax (35-60k),D,Hong Kong,EEXI (4.15 gCO₂/t·nm),4629.9,304.9,True
9607277,BLUE FIN,Bulk carrier,56780.0,Handymax/Supramax (35-60k),E,Valletta,EIV (5.69 gCO₂/t·nm),4849.1,310.9,True
9551698,EPIC TRADER,Bulk carrier,56778.0,Handymax/Supramax (35-60k),C,Monrovia,EEXI (4.13 gCO₂/t·nm),1452.8,261.2,True
9594406,RINIA,Bulk carrier,56746.0,Handymax/Supramax (35-60k),D,Valletta,EEXI (4.15 gCO₂/t·nm),2448.0,285.1,True
9621132,SAPPHIRE X,Bulk carrier,56734.0,Handymax/Supramax (35-60k),C,Panama,EEXI (4.16 gCO₂/t·nm),1807.5,255.3,True
9494242,LIBRA,Bulk carrier,56726.0,Handymax/Supramax (35-60k),C,Majuro,EEXI (4.15 gCO₂/t·nm),1344.3,264.2,True
9569968,MANDARIN SINGAPORE,Bulk carrier,56724.0,Handymax/Supramax (35-60k),D,Singapore,EEXI (4.16 gCO₂/t·nm),2717.8,304.0,True
9545716,TRINITY,Bulk carrier,56720.0,Handymax/Supramax (35-60k),D,Monrovia,EEXI (4.16 gCO₂/t·nm),6929.3,303.2,True
9611008,FIVOS,Bulk carrier,56708.0,Handymax/Supramax (35-60k),D,Majuro,EIV (5.97 gCO₂/t·nm),3694.3,300.5,True
9427342,KARPATHOS DAWN,Bulk carrier,56700.0,Handymax/Supramax (35-60k),B,Majuro,EEXI (4.15 gCO₂/t·nm),2090.1,237.8,True
9505481,SHENG CHENG HAI,Bulk carrier,56633.0,Handymax/Supramax (35-60k),E,Haikou,EEXI (4.16 gCO₂/t·nm),1263.8,363.8,True
9632313,WU GUI SHAN,Bulk carrier,56625.0,Handymax/Supramax (35-60k),C,Hong Kong,EEXI (4.16 gCO₂/t·nm),1739.0,262.1,True
9632296,SHOU CHEN SHAN,Bulk carrier,56621.0,Handymax/Supramax (35-60k),C,Hong Kong,EEXI (4.16 gCO₂/t·nm),1465.8,276.9,True
