imo,name,ship_type,dwt,dwt_size_class,efficiency_grade,flag_registry,technical_efficiency,co2_total_t,co2_per_distance_kg_nm,in_mrv
9304320,MIAMI,Chemical tanker,19991.0,Handysize (10-35k),A,Funafuti,EEXI (7.76 gCO₂/t·nm),4361.1,221.8,True
9799642,FAIRCHEM FALCON,Chemical tanker,19952.0,Handysize (10-35k),A,Hong Kong,EEDI (7.39 gCO₂/t·nm),3924.7,213.4,True
9400370,ORION,Chemical tanker,19935.0,Handysize (10-35k),A,Hai Phong,EEXI (7.78 gCO₂/t·nm),4818.7,197.0,True
9800013,EVA BERGEN,Chemical tanker,19888.0,Handysize (10-35k),C,Manila,EEDI (8.2 gCO₂/t·nm),3170.1,272.1,True
9360946,MTM NORTH SOUND,Chemical tanker,19874.0,Handysize (10-35k),A,Singapore,EEXI (7.77 gCO₂/t·nm),4240.6,211.6,True
9724063,ALBATROSS TRADER,Chemical tanker,19862.0,Handysize (10-35k),D,Manila,EEDI (8.18 gCO₂/t·nm),244.9,308.4,True
9412725,JBU SAPPHIRE,Chemical tanker,19860.0,Handysize (10-35k),B,Jeju,EEXI (7.81 gCO₂/t·nm),8571.2,248.6,True
9865520,EVA TOKYO,Chemical tanker,19841.0,Handysize (10-35k),A,Panama,EEDI (8.36 gCO₂/t·nm),576.2,193.8,True
9416082,SHAMROCK JUPITER,Chemical tanker,19837.0,Handysize (10-35k),E,Panama,EEXI (7.82 gCO₂/t·nm),3411.1,368.5,True
9416020,BARBOUNI,Chemical tanker,19822.0,Handysize (10-35k),A,Majuro,EEDI (7.82 gCO₂/t·nm),6041.8,226.0,True
9724099,BIRDIE TRADER,Chemical tanker,19822.0,Handysize (10-35k),A,Manila,EEDI (8.25 gCO₂/t·nm),5656.6,222.9,True
9800025,VARI TRADER,Chemical tanker,19808.0,Handysize (10-35k),A,Panama,EEDI (8.25 gCO₂/t·nm),8228.3,200.6,True
9323766,T VEGA,Chemical tanker,19807.0,Handysize (10-35k),E,Monrovia,EEXI (7.79 gCO₂/t·nm),1043.6,318.4,True
9323778,JAL SIDDHI,Chemical tanker,19805.0,Handysize (10-35k),A,Singapore,EIV (10.01 gCO₂/t·nm),3047.0,222.0,True
9640097,TG LEO,Chemical tanker,19801.0,Handysize (10-35k),A,Monrovia,EEXI (7.83 gCO₂/t·nm),1875.0,218.1,True
9505924,MTM HOUSTON,Chemical tanker,19741.0,Handysize (10-35k),A,Singapore,EEXI (7.83 gCO₂/t·nm),4369.8,192.5,True
9439840,ELISABETH SCHULTE,Chemical tanker,16371.0,Handysize (10-35k),A,Douglas,EEXI (8.78 gCO₂/t·nm),7716.7,204.4,True
9428023,SEA LIGHT,Chemical tanker,12948.0,Handysize (10-35k),B,Valletta,EEXI (10.7 gCO₂/t·nm),5285.8,230.3,True
9736638,JUTLANDIA SWAN,Chemical tanker,12479.0,Handysize (10-35k),A,Valletta,EEDI (10.9 gCO₂/t·nm),4619.4,176.2,True
9885910,BALZANI,Combination carrier,82393.0,Panamax (60-100k),D,Majuro,EEXI (3.45 gCO₂/t·nm),2320.7,291.4,True
9861990,BANGUS,Combination carrier,82388.0,Panamax (60-100k),E,Majuro,EEXI (3.46 gCO₂/t·nm),2882.2,356.4,True
9855367,BALEEN,Combination carrier,82374.0,Panamax (60-100k),D,Majuro,EEXI (3.46 gCO₂/t·nm),5141.6,306.3,True
9709219,CMA CGM SAINT LAURENT,Container ship,27322.0,Handysize (10-35k),E,Marseille,EEXI (17.9 gCO₂/t·nm),29019.3,400.5,True
9368194,KAMILLA KOSAN,Gas carrier,11738.0,Handysize (10-35k),C,Singapore,EEXI (12.5 gCO₂/t·nm),477.5,178.1,True
9521588,EPIC BORACAY,Gas carrier,6519.0,Small (<10k),B,Singapore,EEXI (18.1 gCO₂/t·nm),6633.6,148.4,True
9580182,EPIC BEATA,Gas carrier,6513.0,Small (<10k),C,Valletta,EEXI (18.1 gCO₂/t·nm),1193.9,167.4,True
9774898,GAS FORTUNE,Gas carrier,6420.0,Small (<10k),A,Panama,EEXI (18.3 gCO₂/t·nm),590.7,147.0,True
9746774,ECO NICAL,Gas carrier,6407.0,Small (<10k),B,Majuro,EEXI (18.31 gCO₂/t·nm),5071.3,161.7,True
9567740,TANCHOU ARROW,General cargo ship,73296.0,Panamax (60-100k),D,Nassau,EEXI (4.05 gCO₂/t·nm),2532.1,268.5,True
9385489,TENCA ARROW,General cargo ship,72863.0,Panamax (60-100k),E,Nassau,EEXI (4.96 gCO₂/t·nm),5078.2,340.8,True
9385477,CORELLA ARROW,General cargo ship,72863.0,Panamax (60-100k),E,Nassau,EEXI (4.96 gCO₂/t·nm),524.8,525.7,True
9976068,GREEN HELSINKI,General cargo ship,64986.0,Panamax (60-100k),E,Panama,EEDI (3.79 gCO₂/t·nm),15671.6,305.7,True
9552898,PIPIT ARROW,General cargo ship,62980.0,Panamax (60-100k),E,Panama,EEXI (4.52 gCO₂/t·nm),5752.2,274.1,True
9529592,EAGLE ARROW,General cargo ship,62967.0,Panamax (60-100k),D,Panama,EEXI (4.51 gCO₂/t·nm),4031.3,268.9,True
9529580,NANDU ARROW,General cargo ship,62960.0,Panamax (60-100k),E,Panama,EEXI (4.51 gCO₂/t·nm),2737.6,301.7,True
9495923,PELICAN ARROW,General cargo ship,62942.0,Panamax (60-100k),E,Panama,EEXI (4.5 gCO₂/t·nm),6517.5,278.1,True
9687162,LAWIN ARROW,General cargo ship,62841.0,Panamax (60-100k),D,Nassau,EEXI (4.14 gCO₂/t·nm),3003.8,252.5,True
9687174,OSPREY ARROW,General cargo ship,62841.0,Panamax (60-100k),C,Bergen,EEXI (4.13 gCO₂/t·nm),2333.9,245.5,True
9448255,AVOCET ARROW,General cargo ship,62823.0,Panamax (60-100k),C,Nassau,EEXI (4.13 gCO₂/t·nm),5799.5,240.7,True
9448243,MISAGO ARROW,General cargo ship,62823.0,Panamax (60-100k),D,Nassau,EEXI (3.88 gCO₂/t·nm),1953.8,267.3,True
9824992,ROBUSTA,General cargo ship,62372.0,Panamax (60-100k),D,Majuro,EEXI (3.88 gCO₂/t·nm),8092.5,257.6,True
9825001,SALIGNA,General cargo ship,62357.0,Panamax (60-100k),D,Majuro,EEXI (3.96 gCO₂/t·nm),5706.6,271.0,True
9824978,DUNNII,General cargo ship,62356.0,Panamax (60-100k),D,Majuro,EEXI (3.91 gCO₂/t·nm),3585.5,253.8,True
9872169,COSCO SHIPPING JIN XIU,General cargo ship,62003.0,Panamax (60-100k),C,Yangpu China,EEDI (8.91 gCO₂/t·nm),1860.8,247.0,True
9380788,PROVIDANA,General cargo ship,58022.0,Handymax/Supramax (35-60k),E,Bergen,EEXI (6.14 gCO₂/t·nm),3717.4,295.1,True
9253870,OSAKANA,General cargo ship,57624.0,Handymax/Supramax (35-60k),D,Douglas,EEXI (6.13 gCO₂/t·nm),7175.7,266.6,True
9613288,ARBORELLA,General cargo ship,57540.0,Handymax/Supramax (35-60k),E,Majuro,EEXI (5.73 gCO₂/t·nm),2840.4,312.8,True
9613290,BRASSIANA,General cargo ship,57536.0,Handymax/Supramax (35-60k),E,Majuro,EEXI (5.72 gCO₂/t·nm),7094.6,295.2,True
9613317,DELICATA,General cargo ship,57441.0,Handymax/Supramax (35-60k),E,Majuro,EEXI (5.71 gCO₂/t·nm),4754.0,315.6,True
9613329,HALOPHYLA,General cargo ship,57440.0,Handymax/Supramax (35-60k),D,Majuro,EEXI (5.58 gCO₂/t·nm),3673.4,266.0,True
9613305,CITRIODORA,General cargo ship,57440.0,Handymax/Supramax (35-60k),E,Majuro,EEXI (5.7 gCO₂/t·nm),7725.5,279.3,True
9609457,SAGA FUJI,General cargo ship,55973.0,Handymax/Supramax (35-60k),C,Hong Kong,EEXI (5.04 gCO₂/t·nm),3341.6,245.7,True
9658953,SAGA FANTASY,General cargo ship,55973.0,Handymax/Supramax (35-60k),C,Hong Kong,EEXI (4.96 gCO₂/t·nm),1685.0,242.6,True
9502336,SAGA FREYA,General cargo ship,55807.0,Handymax/Supramax (35-60k),E,Nassau,EEXI (5.1 gCO₂/t·nm),5220.4,275.4,True
9478779,BRIGHT HERO,General cargo ship,55625.0,Handymax/Supramax (35-60k),D,Majuro,EEXI (5.13 gCO₂/t·nm),347.8,268.0,True
9613862,SAGA FJORD,General cargo ship,55596.0,Handymax/Supramax (35-60k),E,Hong Kong,EEXI (5.01 gCO₂/t·nm),7496.3,278.2,True
9419254,ELM ARROW,General cargo ship,53035.0,Handymax/Supramax (35-60k),E,Nassau,EEXI (6.2 gCO₂/t·nm),762.8,300.0,True
9423566,ASPEN ARROW,General cargo ship,53022.0,Handymax/Supramax (35-60k),E,Nassau,EEXI (6.2 gCO₂/t·nm),4730.2,322.0,True
9419242,BIRCH ARROW,General cargo ship,52998.0,Handymax/Supramax (35-60k),E,Nassau,EEXI (6.2 gCO₂/t·nm),1436.9,321.4,True
9363663,RIVER PEARL,General cargo ship,52223.0,Handymax/Supramax (35-60k),D,Nassau,EEXI (4.9 gCO₂/t·nm),4789.0,260.8,True
9460796,FJORD PEARL,General cargo ship,51703.0,Handymax/Supramax (35-60k),D,Nassau,EEXI (5.49 gCO₂/t·nm),1504.8,259.2,True
9401984,LAKE PEARL,General cargo ship,51687.0,Handymax/Supramax (35-60k),D,Nassau,EEXI (5.52 gCO₂/t·nm),4859.9,255.6,True
9452139,STAR TOSCANA,General cargo ship,51674.0,Handymax/Supramax (35-60k),C,Majuro,EEXI (5.79 gCO₂/t·nm),8813.7,252.0,True
9548823,STAR NAVARRA,General cargo ship,51624.0,Handymax/Supramax (35-60k),D,Majuro,EEXI (5.75 gCO₂/t·nm),7334.6,260.6,True
9548835,STAR DALMATIA,General cargo ship,51588.0,Handymax/Supramax (35-60k),D,Majuro,EEXI (5.78 gCO₂/t·nm),5243.1,271.8,True
9593854,STAR LAGUNA,General cargo ship,50827.0,Handymax/Supramax (35-60k),D,Bergen,EEXI (6.04 gCO₂/t·nm),2848.9,263.5,True
9593880,STAR LOUISIANA,General cargo ship,50720.0,Handymax/Supramax (35-60k),D,Majuro,EEXI (6.05 gCO₂/t·nm),8705.3,267.3,True
9593907,STAR LIVORNO,General cargo ship,50700.0,Handymax/Supramax (35-60k),D,Bergen,EEXI (6.04 gCO₂/t·nm),6346.8,269.8,True
9079119,HARDANGER,General cargo ship,50198.0,Handymax/Supramax (35-60k),D,Majuro,EEXI (6.62 gCO₂/t·nm),6441.0,273.5,True
9081801,HOSANGER,General cargo ship,50198.0,Handymax/Supramax (35-60k),D,Majuro,EEXI (6.68 gCO₂/t·nm),5580.9,252.3,True
9100073,HOYANGER,General cargo ship,50198.0,Handymax/Supramax (35-60k),D,Majuro,EEXI (6.58 gCO₂/t·nm),5652.4,266.0,True
9396141,STAR KINN,General cargo ship,49924.0,Handymax/Supramax (35-60k),E,Bergen,EEXI (6.82 gCO₂/t·nm),5912.9,281.4,True
9396153,STAR KVARVEN,General cargo ship,49924.0,Handymax/Supramax (35-60k),E,Bergen,EEXI (6.82 gCO₂/t·nm),3872.5,334.8,True
9107318,CANELO ARROW,General cargo ship,48077.0,Handymax/Supramax (35-60k),D,Nassau,EEXI (5.79 gCO₂/t·nm),5136.0,258.0,True
9235141,POPLAR ARROW,General cargo ship,47852.0,Handymax/Supramax (35-60k),E,Nassau,EEXI (5.96 gCO₂/t·nm),3427.9,278.1,True
9200421,SAGA JANDAIA,General cargo ship,47027.0,Handymax/Supramax (35-60k),C,Hong Kong,EEXI (6.44 gCO₂/t·nm),4656.8,249.8,True
9007532,JACAMAR ARROW,General cargo ship,46998.0,Handymax/Supramax (35-60k),E,Nassau,EEXI (5.78 gCO₂/t·nm),5847.4,281.2,True
9160798,SAGA BEIJA-FLOR,General cargo ship,46990.0,Handymax/Supramax (35-60k),C,Nassau,EEXI (5.79 gCO₂/t·nm),2674.7,239.9,True
9008706,ARACARI ARROW,General cargo ship,46956.0,Handymax/Supramax (35-60k),D,Nassau,EEXI (5.7 gCO₂/t·nm),7877.4,271.0,True
9263069,MORNING,General cargo ship,46858.0,Handymax/Supramax (35-60k),E,Monrovia,EEXI (5.52 gCO₂/t·nm),2058.3,369.6,True
9363637,SAGA JOURNEY,General cargo ship,46652.0,Handymax/Supramax (35-60k),E,Nassau,EEXI (6.19 gCO₂/t·nm),8154.0,278.4,True
9071557,STAR HERDLA,General cargo ship,46580.0,Handymax/Supramax (35-60k),E,Bergen,EEXI (6.44 gCO₂/t·nm),4169.5,278.7,True
9343481,SAGA ENTERPRISE,General cargo ship,46550.0,Handymax/Supramax (35-60k),C,Nassau,EEXI (6.04 gCO₂/t·nm),3386.5,244.0,True
9071569,STAR HIDRA,General cargo ship,46547.0,Handymax/Supramax (35-60k),E,Bergen,EEXI (6.49 gCO₂/t·nm),3666.1,274.6,True
9343493,SAGA EXPLORER,General cargo ship,46500.0,Handymax/Supramax (35-60k),D,Nassau,EEXI (6.31 gCO₂/t·nm),3254.9,258.4,True
9343510,SAGA FRONTIER,General cargo ship,46500.0,Handymax/Supramax (35-60k),C,Hong Kong,EEXI (6.23 gCO₂/t·nm),5303.9,238.5,True
9659749,CANADA PEARL,General cargo ship,45566.0,Handymax/Supramax (35-60k),D,Nassau,EEXI (4.98 gCO₂/t·nm),2160.4,267.1,True
9659737,TRINIDAD PEARL,General cargo ship,45556.0,Handymax/Supramax (35-60k),D,Nassau,EEXI (4.55 gCO₂/t·nm),5905.8,263.0,True
9186211,INDIANA,General cargo ship,44982.0,Handymax/Supramax (35-60k),D,Bergen,EEXI (7.03 gCO₂/t·nm),4871.0,262.0,True
9186223,INVENTANA,General cargo ship,44982.0,Handymax/Supramax (35-60k),E,Bergen,EEXI (6.93 gCO₂/t·nm),7606.1,301.5,True
9310513,STAR JAVA,General cargo ship,44692.0,Handymax/Supramax (35-60k),C,Bergen,EEXI (6.66 gCO₂/t·nm),5511.9,244.3,True
9756250,DEVBULK SERVET,General cargo ship,41500.0,Handymax/Supramax (35-60k),B,Majuro,EEDI (5.56 gCO₂/t·nm),3483.5,191.6,True
9758301,DEVBULK DENIZ,General cargo ship,39830.0,Handymax/Supramax (35-60k),B,Majuro,EEDI (5.32 gCO₂/t·nm),5469.4,189.5,True
9851359,BC PISTI,General cargo ship,39287.0,Handymax/Supramax (35-60k),A,Panama,EEXI (4.93 gCO₂/t·nm),5611.1,164.8,True
9753284,BERGE GALDHOPIGGEN,General cargo ship,38907.0,Handymax/Supramax (35-60k),B,Douglas,EEXI (4.83 gCO₂/t·nm),5801.1,214.8,True
9877327,WECO LAURA,General cargo ship,38575.0,Handymax/Supramax (35-60k),A,Singapore,EEDI (5.22 gCO₂/t·nm),4891.0,178.6,True
9633197,RADIANT REB,General cargo ship,38233.0,Handymax/Supramax (35-60k),B,Majuro,EEXI (6.37 gCO₂/t·nm),6489.2,213.9,True
9635743,DRINA S,General cargo ship,38037.0,Handymax/Supramax (35-60k),B,Panama,EEXI (5.96 gCO₂/t·nm),4897.5,190.6,True
9416458,DEVBULK SINEM,General cargo ship,38009.0,Handymax/Supramax (35-60k),B,Majuro,EEXI (6.71 gCO₂/t·nm),2089.2,208.5,True
9883065,SSI PROVIDENCE,General cargo ship,37899.0,Handymax/Supramax (35-60k),A,Majuro,EEDI (5.1 gCO₂/t·nm),5439.2,177.2,True
9773844,MOUNTPARK,General cargo ship,37839.0,Handymax/Supramax (35-60k),B,London,EEDI (5.52 gCO₂/t·nm),2229.1,202.9,True
9801160,AMBER STAR.GR,General cargo ship,37692.0,Handymax/Supramax (35-60k),B,Majuro,EEDI (5.51 gCO₂/t·nm),660.3,219.5,True
9846304,BERGE JUNGFRAU,General cargo ship,37683.0,Handymax/Supramax (35-60k),B,Majuro,EEDI (5.5 gCO₂/t·nm),2598.6,198.2,True
9791884,ISABELA ISLAND,General cargo ship,37528.0,Handymax/Supramax (35-60k),B,"Hong Kong, China",EEDI (5.53 gCO₂/t·nm),4407.3,219.3,True
9722443,INDIGO LAKE,General cargo ship,37507.0,Handymax/Supramax (35-60k),E,"Hong Kong, China",EEDI (5.53 gCO₂/t·nm),614.0,319.5,True
9791963,INCHEON BAY,General cargo ship,37501.0,Handymax/Supramax (35-60k),D,"Hong Kong, China",EEDI (5.56 gCO₂/t·nm),2553.3,262.3,True
9711705,DEVBULK SADIYE,General cargo ship,37322.0,Handymax/Supramax (35-60k),A,Majuro,EEXI (5.94 gCO₂/t·nm),4957.8,178.3,True
9380829,NAGUAL,General cargo ship,37277.0,Handymax/Supramax (35-60k),E,Majuro,EIV (6.39 gCO₂/t·nm),525.0,335.3,True
9585651,BLUE ONE,General cargo ship,37064.0,Handymax/Supramax (35-60k),C,Monrovia,EEXI (6.51 gCO₂/t·nm),6892.8,245.6,True
9606003,CETUS TIGER,General cargo ship,37059.0,Handymax/Supramax (35-60k),B,Majuro,EEXI (6.54 gCO₂/t·nm),2515.7,200.2,True
9526710,RADIUS,General cargo ship,36976.0,Handymax/Supramax (35-60k),C,Majuro,EEXI (6.62 gCO₂/t·nm),7437.9,222.7,True
9703459,DEVBULK CANSEN,General cargo ship,36706.0,Handymax/Supramax (35-60k),A,Majuro,EEXI (6.23 gCO₂/t·nm),2502.7,179.4,True
9767728,NARIE,General cargo ship,36648.0,Handymax/Supramax (35-60k),B,Nassau,EEXI (4.73 gCO₂/t·nm),6194.4,196.5,True
9767704,GARDNO,General cargo ship,36643.0,Handymax/Supramax (35-60k),B,Nassau,EEXI (4.79 gCO₂/t·nm),7375.2,202.3,True
9766164,FEDERAL ALSTER,General cargo ship,36583.0,Handymax/Supramax (35-60k),C,Majuro,EEXI (4.73 gCO₂/t·nm),4188.3,220.4,True
9766188,FEDERAL MOSEL,General cargo ship,36575.0,Handymax/Supramax (35-60k),B,Majuro,EEXI (4.59 gCO₂/t·nm),1695.2,216.5,True
9766176,FEDERAL RUHR,General cargo ship,36575.0,Handymax/Supramax (35-60k),B,Majuro,EEXI (4.68 gCO₂/t·nm),4701.3,206.0,True
9186780,TEAL ARROW,General cargo ship,36466.0,Handymax/Supramax (35-60k),B,Nassau,EEXI (6.2 gCO₂/t·nm),7500.0,204.3,True
9610212,SUPERNOVA B,General cargo ship,36367.0,Handymax/Supramax (35-60k),C,Panama,EIV (8.01 gCO₂/t·nm),2313.1,226.5,True
9576739,ECO TIDE,General cargo ship,35916.0,Handymax/Supramax (35-60k),C,Madeira,EIV (7.87 gCO₂/t·nm),5056.3,241.4,True
9576727,TEAM VIEW,General cargo ship,35914.0,Handymax/Supramax (35-60k),E,Majuro,EIV (7.39 gCO₂/t·nm),54.1,307.0,True
9602679,NORDIC MALMOE,General cargo ship,35843.0,Handymax/Supramax (35-60k),E,Monrovia,EEXI (6.44 gCO₂/t·nm),589.8,343.4,True
9713193,BERGE ANNUPURI,General cargo ship,34536.0,Handysize (10-35k),B,Douglas,EEXI (5.07 gCO₂/t·nm),5419.8,208.7,True
9491575,ATLAS S,General cargo ship,34478.0,Handysize (10-35k),A,Panama,EEXI (6.64 gCO₂/t·nm),1745.4,167.4,True
9728461,FIORA TOPIC,General cargo ship,34356.0,Handysize (10-35k),B,Majuro,EEDI (5.36 gCO₂/t·nm),3611.6,206.9,True
9728473,ALBERTO TOPIC,General cargo ship,34356.0,Handysize (10-35k),B,Majuro,EEDI (5.26 gCO₂/t·nm),5178.1,218.1,True
9473705,NEPTULUS,General cargo ship,33706.0,Handysize (10-35k),B,Majuro,EEXI (6.17 gCO₂/t·nm),2203.3,211.5,True
9711913,PRINCESSE OUI,General cargo ship,33375.0,Handysize (10-35k),B,Monrovia,EEXI (5.06 gCO₂/t·nm),5007.2,215.2,True
9635248,RIJN CONFIDENCE,General cargo ship,33328.0,Handysize (10-35k),A,Madeira,EIV (5.73 gCO₂/t·nm),1952.0,181.3,True
9426879,UBC STOCKHOLM,General cargo ship,33301.0,Handysize (10-35k),C,Limassol,EEXI (7.06 gCO₂/t·nm),7515.7,228.9,True
9652492,ECO WILDFIRE,General cargo ship,33296.0,Handysize (10-35k),D,Monrovia,EEXI (6.3 gCO₂/t·nm),1049.2,254.1,True
9370408,K BEREKET,General cargo ship,33225.0,Handysize (10-35k),C,Monrovia,EEXI (6.24 gCO₂/t·nm),2957.2,222.5,True
9496173,GEM STAR,General cargo ship,33171.0,Handysize (10-35k),E,Panama,EEXI (6.52 gCO₂/t·nm),5589.3,275.9,True
9478470,DOUBLE DIAMOND,General cargo ship,33145.0,Handysize (10-35k),C,Majuro,EEXI (6.51 gCO₂/t·nm),4673.8,226.0,True
9459149,IVS KINGLET,General cargo ship,33132.0,Handysize (10-35k),C,Majuro,EEXI (6.58 gCO₂/t·nm),6312.8,230.4,True
9343637,TEAL BAY,General cargo ship,32327.0,Handysize (10-35k),B,Douglas,EEXI (6.64 gCO₂/t·nm),5871.2,200.4,True
9400942,KAMENARI,General cargo ship,32326.0,Handysize (10-35k),C,Kingstown,EEXI (6.47 gCO₂/t·nm),9077.5,236.0,True
9400954,CAPTAIN DIMITRIS S,General cargo ship,32309.0,Handysize (10-35k),C,Monrovia,EIV (8.31 gCO₂/t·nm),1697.2,226.7,True
9385063,IRMA S,General cargo ship,32295.0,Handysize (10-35k),E,Monrovia,EIV (8.31 gCO₂/t·nm),2391.6,282.2,True
9400904,MOON GATE,General cargo ship,32292.0,Handysize (10-35k),C,San Marino,EEXI (6.72 gCO₂/t·nm),3784.3,224.0,True
9363314,POCHARD S,General cargo ship,32285.0,Handysize (10-35k),A,Monrovia,EIV (6.84 gCO₂/t·nm),9018.7,183.8,True
9400887,PNOI,General cargo ship,32282.0,Handysize (10-35k),D,Panama,EEXI (6.32 gCO₂/t·nm),691.5,252.1,True
9478482,CORINTHIAN SPIRE,General cargo ship,32154.0,Handysize (10-35k),C,Nassau,EEXI (6.57 gCO₂/t·nm),4186.5,221.0,True
9311311,LADY MERAL,General cargo ship,32131.0,Handysize (10-35k),E,Panama,EEXI (6.92 gCO₂/t·nm),3074.0,296.0,True
9432531,PLUTO,General cargo ship,32092.0,Handysize (10-35k),C,Monrovia,EEXI (7.22 gCO₂/t·nm),2300.5,221.6,True
9542685,NEGMAR CICEK,General cargo ship,31997.0,Handysize (10-35k),B,Majuro,EEXI (6.93 gCO₂/t·nm),3220.8,215.2,True
9424089,REGAL RACHEL,General cargo ship,31881.0,Handysize (10-35k),A,Majuro,EEXI (6.91 gCO₂/t·nm),3425.3,177.1,True
9302918,LIBRA DREAM,General cargo ship,31700.0,Handysize (10-35k),C,Panama,EIV (7.35 gCO₂/t·nm),1219.9,223.0,True
9449871,DEVBULK SALIHA,General cargo ship,31018.0,Handysize (10-35k),A,Majuro,EEXI (6.38 gCO₂/t·nm),3095.8,180.2,True
9449895,DEVBULK ALARA,General cargo ship,31018.0,Handysize (10-35k),A,Majuro,EEXI (6.37 gCO₂/t·nm),5356.9,169.3,True
9625607,DEVBULK BEGUM,General cargo ship,31018.0,Handysize (10-35k),A,Majuro,EEXI (6.93 gCO₂/t·nm),4107.2,167.3,True
9432127,CHIPOLBROK STAR,General cargo ship,30346.0,Handysize (10-35k),E,Hong Kong,EEXI (8.1 gCO₂/t·nm),422.6,326.4,True
9550412,DEVBULK IMABARI,General cargo ship,29451.0,Handysize (10-35k),A,Majuro,EEXI (7.44 gCO₂/t·nm),1850.1,156.2,True
9449780,KEFALONIA,General cargo ship,28742.0,Handysize (10-35k),C,Majuro,EEXI (7.93 gCO₂/t·nm),3599.6,224.6,True
9458391,SEREN,General cargo ship,28085.0,Handysize (10-35k),C,Hong Kong,EEXI (8 gCO₂/t·nm),4615.9,234.6,True
9427380,BOLTEN SYMI,General cargo ship,25953.0,Handysize (10-35k),B,Madeira,EEXI (7.91 gCO₂/t·nm),7719.1,216.9,True
9393539,AAL GEELONG,General cargo ship,25820.0,Handysize (10-35k),B,Limassol,EIV (8.66 gCO₂/t·nm),6970.0,208.0,True
9521851,PATAGONMAN,General cargo ship,18858.0,Handysize (10-35k),A,Singapore,EEXI (8.95 gCO₂/t·nm),9562.5,180.4,True
9420825,DOLFIJNGRACHT,General cargo ship,17967.0,Handysize (10-35k),C,Amsterdam,EEXI (5.97 gCO₂/t·nm),8393.9,240.9,True
9333539,ARNEBORG,General cargo ship,17356.0,Handysize (10-35k),C,Delfzijl,EEXI (8.24 gCO₂/t·nm),8367.4,244.8,True
9435868,BBC HUDSON,General cargo ship,17326.0,Handysize (10-35k),B,St. John'S,Not Applicable,1262.4,218.5,True
9673197,HOSEI SAKURA,General cargo ship,16949.0,Handysize (10-35k),A,Panama,EIV (12.16 gCO₂/t·nm),2779.8,173.1,True
9528706,SIDER LONDON,General cargo ship,14121.0,Handysize (10-35k),B,Madeira,EIV (13.04 gCO₂/t·nm),4361.5,189.8,True
9355109,ROYAL II,General cargo ship,13721.0,Handysize (10-35k),A,Panama,EEXI (10.05 gCO₂/t·nm),927.6,133.7,True
9337224,BBC ROSARIO,General cargo ship,12873.0,Handysize (10-35k),B,Monrovia,EIV (13.35 gCO₂/t·nm),3713.3,201.5,True
9433274,HUMBERGRACHT,General cargo ship,12771.0,Handysize (10-35k),A,Amsterdam,EIV (13.36 gCO₂/t·nm),448.8,165.0,True
9468085,ALANIS,General cargo ship,12744.0,Handysize (10-35k),B,Saint-John'S,EEXI (8.95 gCO₂/t·nm),9638.6,192.0,True
9435117,INDUSTRIAL URSULA,General cargo ship,12742.0,Handysize (10-35k),A,St.John'S,EIV (13.5 gCO₂/t·nm),7567.6,173.7,True
9488061,DEBBIE,General cargo ship,12731.0,Handysize (10-35k),A,Monrovia,EEXI (9.16 gCO₂/t·nm),6724.5,182.0,True
9468097,ANNIE,General cargo ship,12654.0,Handysize (10-35k),B,Saint-John'S,EEXI (9.13 gCO₂/t·nm),4329.3,198.6,True
9467017,SOPHIA,General cargo ship,12590.0,Handysize (10-35k),A,St. John´S,EIV (14.17 gCO₂/t·nm),8798.6,176.6,True
9741126,ZEA SERVANT,General cargo ship,12302.0,Handysize (10-35k),A,Hong Kong,EEXI (10.27 gCO₂/t·nm),4017.1,160.5,True
9320506,MORNING TIDE,General cargo ship,12008.0,Handysize (10-35k),B,Bridgetown,EIV (10.58 gCO₂/t·nm),2431.3,191.6,True
9294965,AL UDEID,General cargo ship,10508.0,Handysize (10-35k),A,Panama,EEXI (9.88 gCO₂/t·nm),2613.3,145.5,True
9407586,BBC KIMBERLEY,General cargo ship,10340.0,Handysize (10-35k),B,Saint-John'S,EIV (17.9 gCO₂/t·nm),3900.9,216.2,True
9534432,INDUSTRIAL MOMENTUM,General cargo ship,10049.0,Handysize (10-35k),A,Groningen,EEXI (12.06 gCO₂/t·nm),3230.7,135.1,True
9534470,INDUSTRIAL MERCHANT,General cargo ship,10021.0,Handysize (10-35k),A,Groningen,EEXI (12.11 gCO₂/t·nm),1537.3,128.2,True
9415052,HC MELINA,General cargo ship,9198.0,Small (<10k),A,Saint John'S,EIV (14.12 gCO₂/t·nm),1827.4,127.6,True
9810355,INDUSTRIAL COLOR,General cargo ship,8428.0,Small (<10k),A,Madeira,EEDI (13.18 gCO₂/t·nm),143.3,160.9,True
9213935,INDUSTRIAL CHALLENGER,General cargo ship,8057.0,Small (<10k),A,St. John'S,Not Applicable,1330.7,184.5,True
9347853,BBC DIRECTION,General cargo ship,7973.0,Small (<10k),A,Saint-John'S,EIV (20.05 gCO₂/t·nm),1445.0,175.2,True
9453884,MILTON SANTOS,Oil tanker,156629.0,Large (100-200k),E,Rio De Janeiro,EEDI (3.16 gCO₂/t·nm),4972.3,596.8,True
9453858,MARCILIO DIAS,Oil tanker,156548.0,Large (100-200k),E,Rio De Janeiro,EEDI (3.08 gCO₂/t·nm),12934.7,590.5,True
